billID,item,quantity
2161,"Harp Lager",5
2161,"Stiegl Bier",4
2162,"Amstel Light",3
2162,"Carling Black Label",5
2162,Cheeseburger,3
2163,Lowenbrau,4
2163,"Singha beer",5
2163,"Tiger beer",2
2164,Lowenbrau,1
2164,Sprite,5
2165,Heineken,3
2166,"French fries",5
2166,Kirin,2
2166,"Root beer",1
2167,Duvel,1
2167,Guinness,3
2167,Sapporo,3
2168,Kirin,4
2168,"Stiegl Bier",5
2169,Budweiser,4
2169,Kirin,4
2169,"Potato skins",4
217,"Efes Dark",3
217,Lowenbrau,5
217,"San Miguel Pale Pilsen",4
217,Tuborg,1
2170,Carlsberg,4
2171,"Budvar Svetly Lezak",1
2172,"Gambrinus Premium",1
2172,"Harp Lager",2
2172,"Labatts Blue",1
2173,"Amstel Light",2
2173,Guinness,4
2173,"Old Speckled Hen",4
2174,Carlsberg,4
2174,Kronenbourg,4
2175,"Coreff Ambree",2
2175,"Root beer",3
2176,"Old Speckled Hen",3
2176,"San Miguel Pale Pilsen",3
2176,Tuborg,2
2177,"Chicken wings",4
2177,Lasko,2
2178,Asahi,4
2178,Tuborg,5
2179,"Dos Equis",2
2179,"Newcastle Brown Ale",5
218,"French fries",3
218,Peroni,3
2180,Heineken,1
2180,Hite,1
2181,"French fries",5
2181,Union,4
2182,Timisoreana,5
2183,"Amstel Light",1
2183,"Budvar Svetly Lezak",5
2183,"Coca cola",4
2184,"Club soda",1
2184,"Potato skins",1
2184,Tsingtao,4
2185,Grolsch,2
2186,"Harp Lager",4
2187,"Chimay Blue Top",3
2187,Heineken,3
2188,Cass,4
2188,Coors,2
2188,"Mythos Sindos",2
2188,"Pilsner Urquell",4
2189,"Budvar Svetly Lezak",4
2189,"Potato skins",2
219,Dreher,2
219,"Leffe Blonde",1
2190,"Beer Chang",4
2190,Carlsberg,4
2190,"Stiegl Bier",1
2191,Cass,2
2191,"Mozoralla sticks",4
2191,"Old Speckled Hen",3
2192,Budweiser,4
2192,Tsingtao,1
2193,"Beer Chang",2
2193,"Ichnusa beer",2
2193,"Sweet tea",3
2194,"Carling Black Label",1
2194,Coors,2
2195,"Harp Lager",4
2195,Quesadilla,1
2195,Timisoreana,3
2196,"Onion rings",5
2197,"Tater tots",5
2198,"Chimay Blue Top",3
2198,"Stiegl Bier",4
2198,"Sweet tea",4
2199,Tuborg,1
2199,Union,3
22,Peroni,3
22,Tecate,4
220,"Budvar Svetly Lezak",1
220,"Newcastle Brown Ale",1
220,"Old Speckled Hen",1
2200,"Club soda",4
2200,"Gambrinus Premium",3
2200,"Mozoralla sticks",4
2200,"Old Speckled Hen",1
2201,"Sweet tea",4
2201,Tuborg,5
2202,"Mythos Sindos",1
2203,"Root beer",1
2203,"Tater tots",3
2203,Union,4
2204,"Chicken wings",1
2204,"Onion rings",1
2204,Pretzel,4
2205,Cheeseburger,4
2206,Caffrey's,2
2206,"Carling Black Label",4
2206,Kirin,1
2207,Tsingtao,1
2208,Coors,5
2208,Heineken,2
2209,Lasko,4
2209,Timisoreana,3
221,"Club soda",2
221,"Coreff Ambree",2
221,"Harp Lager",3
2210,"Chimay Blue Top",5
2210,"Efes Dark",1
2211,"Pilsner Urquell",1
2212,Carlsberg,2
2212,"Coca cola",1
2212,"Pilsner Urquell",3
2213,"Carling Black Label",3
2213,Kirin,1
2214,"Root beer",3
2215,Budweiser,1
2215,Peroni,4
2215,"Pilsner Urquell",3
2215,"San Miguel Pale Pilsen",1
2216,"Root beer",4
2217,Lowenbrau,1
2217,"Pabst Blue Ribbon",3
2217,Tsingtao,2
2218,Lowenbrau,5
2219,Cass,1
2219,Dreher,5
2219,"Labatts Blue",5
2219,Lowenbrau,4
222,Kirin,1
222,"Labatts Blue",2
222,"Sweet tea",5
2220,"Erdinger Pikantus",2
2220,Sprite,1
2220,"Stiegl Bier",1
2221,Timisoreana,1
2222,Quesadilla,5
2223,Asahi,5
2224,Grolsch,4
2225,"San Miguel Pale Pilsen",4
2226,Duvel,2
2226,Peroni,5
2226,"Pilsner Urquell",5
2227,"Coreff Ambree",2
2227,Sprite,1
2227,"Stiegl Bier",2
2228,"Birra Moretti",1
2228,Cheeseburger,2
2228,"Harp Lager",5
2228,"Singha beer",2
2229,Caffrey's,2
2229,"Newcastle Brown Ale",4
223,"Sweet tea",4
2230,Tsingtao,3
2231,"OB Golden Lager",5
2231,"Tater tots",1
2232,"Old Speckled Hen",1
2232,"Potato skins",4
2233,Carlsberg,5
2233,"Gambrinus Premium",4
2233,Pretzel,5
2234,Carlsberg,5
2234,"Ichnusa beer",2
2234,"Leffe Blonde",4
2235,Cass,4
2235,"Mythos Sindos",3
2235,"Pilsner Urquell",5
2235,"Potato skins",2
2236,"Root beer",5
2237,"Club soda",4
2237,"Onion rings",5
2237,Tsingtao,5
2238,Grolsch,4
2238,Union,4
2239,Caffrey's,3
2239,Lasko,5
224,"Ichnusa beer",3
224,"Pilsner Urquell",4
224,Tsingtao,4
2240,"Ichnusa beer",2
2241,Carlsberg,4
2241,Kirin,1
2241,Lowenbrau,3
2241,"Root beer",5
2242,"Pilsner Urquell",1
2243,Dreher,1
2243,"Paulaner Hefe",2
2243,Sprite,3
2244,Carlsberg,1
2244,Timisoreana,5
2245,Cheeseburger,1
2245,"Erdinger Pikantus",5
2245,Heineken,2
2246,"Ichnusa beer",3
2246,"Pilsner Urquell",5
2247,"Leffe Blonde",5
2247,Lowenbrau,2
2247,"Mythos Sindos",3
2248,Cass,5
2248,Nachos,2
2248,Tsingtao,2
2249,"Efes Dark",3
2249,Tsingtao,5
225,Carlsberg,1
225,"Dos Equis",4
225,Dreher,4
225,"Gambrinus Premium",2
2250,"Harp Lager",3
2251,Caffrey's,5
2251,Cheeseburger,2
2252,"Onion rings",3
2253,"Dos Equis",3
2254,"Efes Dark",4
2254,Lowenbrau,2
2254,"Tiger beer",2
2255,"Birra Moretti",4
2255,"San Miguel Pale Pilsen",2
2256,Cheeseburger,1
2256,"Dos Equis",1
2256,"Erdinger Pikantus",3
2256,"Stiegl Bier",4
2257,"Amstel Light",4
2257,Asahi,1
2257,Budweiser,1
2258,Guinness,5
2258,"Labatts Blue",1
2258,Pretzel,4
2259,"Ichnusa beer",5
2259,"Newcastle Brown Ale",3
226,Grolsch,2
226,"Pabst Blue Ribbon",4
2260,Sprite,1
2261,"Coreff Ambree",4
2261,"Harp Lager",1
2261,"Newcastle Brown Ale",3
2262,"Club soda",3
2263,Cheeseburger,1
2263,Lowenbrau,5
2263,"Sweet tea",2
2265,"Mozoralla sticks",2
2266,Carlsberg,3
2266,Lowenbrau,5
2266,Tecate,3
2267,Budweiser,4
2267,"Sweet tea",1
2268,Heineken,5
2268,Tuborg,1
2269,Nachos,2
227,"Efes Dark",2
2270,"Coca cola",5
2270,Kronenbourg,3
2270,Union,5
2271,"Chicken wings",4
2271,"Onion rings",3
2271,"San Miguel Pale Pilsen",5
2272,"Birra Moretti",5
2272,Dreher,5
2272,Sprite,4
2272,Tecate,4
2273,"Beer Chang",3
2273,"OB Golden Lager",3
2274,"Club soda",4
2274,"OB Golden Lager",2
2274,"Potato skins",1
2275,Caffrey's,5
2275,"Harp Lager",2
2275,"Mythos Sindos",1
2276,Kirin,5
2276,Quesadilla,4
2277,"Efes Dark",1
2277,Peroni,3
2278,"Amstel Light",3
2279,Guinness,3
2279,"Labatts Blue",1
2279,Lowenbrau,2
228,Budweiser,2
228,"Dos Equis",3
228,"Mythos Sindos",1
2280,Cheeseburger,3
2280,"Erdinger Pikantus",5
2281,Lowenbrau,4
2282,"Efes Dark",1
2282,Nachos,2
2283,"Budvar Svetly Lezak",1
2283,Carlsberg,5
2283,Heineken,2
2283,"Labatts Blue",4
2284,Tuborg,1
2285,Guinness,1
2285,"Pabst Blue Ribbon",3
2286,"Birra Moretti",2
2287,Dreher,4
2287,Tsingtao,2
2288,Cheeseburger,5
2288,"Coreff Ambree",5
2288,Duvel,1
2288,Lasko,5
2289,"Club soda",5
2289,"Potato skins",5
229,"Leffe Blonde",5
229,"Mythos Sindos",3
2290,Caffrey's,2
2290,"Ichnusa beer",1
2290,Warsteiner,1
2291,"Ichnusa beer",2
2292,"Amstel Light",4
2292,"Carling Black Label",5
2292,"Chimay Blue Top",2
2293,Cass,1
2293,"Efes Dark",1
2294,"Gambrinus Premium",5
2294,Heineken,1
2294,"Newcastle Brown Ale",1
2295,"Beer Chang",1
2296,"Club soda",5
2296,Coors,3
2297,"Mythos Sindos",3
2297,"Root beer",3
2297,"Tater tots",4
2298,Heineken,3
2298,"Root beer",1
2298,"San Miguel Pale Pilsen",2
2298,Sapporo,1
2299,Heineken,2
2299,Hite,1
23,"Club soda",4
23,Lasko,5
230,"Budvar Svetly Lezak",2
2300,"Harp Lager",5
2300,"OB Golden Lager",1
2300,Peroni,1
2301,Guinness,4
2301,"Harp Lager",4
2301,"Tater tots",3
2302,"Club soda",1
2302,"OB Golden Lager",1
2302,"Sweet tea",2
2303,Coors,3
2303,"Efes Dark",5
2303,"Old Speckled Hen",2
2304,Grolsch,1
2304,"Pilsner Urquell",1
2305,"Club soda",5
2305,"Ichnusa beer",1
2305,"Pabst Blue Ribbon",4
2306,Budweiser,3
2306,"Dos Equis",5
2306,"Onion rings",2
2306,Warsteiner,3
2307,Cheeseburger,3
2307,"Mythos Sindos",4
2307,"Singha beer",2
2308,"Onion rings",1
2309,"Coreff Ambree",3
2309,Duvel,1
2309,"Pabst Blue Ribbon",1
2309,"Pilsner Urquell",2
231,Coors,2
231,Guinness,5
231,"Pabst Blue Ribbon",5
2310,Cass,3
2310,"Club soda",1
2310,"Ichnusa beer",1
2311,Cass,2
2311,Quesadilla,3
2311,Union,5
2312,Carlsberg,1
2312,"Old Speckled Hen",1
2313,Asahi,4
2313,"Newcastle Brown Ale",4
2313,"Stiegl Bier",4
2314,Grolsch,5
2314,"Labatts Blue",1
2314,"Mythos Sindos",4
2315,"Labatts Blue",3
2315,Lowenbrau,3
2316,"Beer Chang",4
2317,"Carling Black Label",1
2317,Sprite,2
2318,Sprite,4
2318,Warsteiner,4
2319,"Mozoralla sticks",2
2319,"Newcastle Brown Ale",2
2319,"Old Speckled Hen",3
232,"Chimay Blue Top",3
232,"Coca cola",1
2320,Tsingtao,4
2321,"Amstel Light",2
2321,Cheeseburger,5
2321,"Chimay Blue Top",1
2322,Dreher,1
2322,"Mozoralla sticks",3
2323,"Chicken wings",1
2323,"Labatts Blue",4
2323,Pretzel,5
2324,"Coreff Ambree",2
2325,"French fries",4
2325,Hite,3
2325,"Ichnusa beer",1
2326,"Potato skins",3
2327,"Leffe Blonde",1
2327,Nachos,1
2327,"Pilsner Urquell",5
2328,"Ichnusa beer",4
2328,"San Miguel Pale Pilsen",1
2328,Union,3
2329,"Pilsner Urquell",3
2329,"Potato skins",4
233,"Budvar Svetly Lezak",2
233,Tecate,1
2330,"Budvar Svetly Lezak",1
2330,Peroni,4
2330,"Potato skins",1
2331,"Onion rings",4
2332,Dreher,2
2332,"Pabst Blue Ribbon",2
2332,"Paulaner Hefe",4
2333,Heineken,5
2333,"Paulaner Hefe",2
2333,"Stiegl Bier",2
2335,Carlsberg,2
2335,Kirin,4
2335,"Onion rings",2
2335,"Tiger beer",5
2337,Lowenbrau,5
2337,Warsteiner,5
2338,"Birra Moretti",3
2338,"Sweet tea",4
2338,Union,2
2339,"Pilsner Urquell",2
2339,"Root beer",5
234,"Gambrinus Premium",5
234,"Mythos Sindos",4
2340,"Chimay Blue Top",5
2341,Dreher,4
2341,Guinness,2
2341,Quesadilla,3
2342,Sprite,3
2343,"Coca cola",2
2344,Nachos,4
2344,Peroni,2
2344,Pretzel,5
2345,Grolsch,4
2346,"Mythos Sindos",3
2346,"Sweet tea",2
2347,Sapporo,2
2348,Duvel,4
2348,Lowenbrau,5
2348,"Mythos Sindos",5
2348,"Old Speckled Hen",4
2349,"Carling Black Label",1
2349,Timisoreana,3
235,Asahi,4
235,"Mozoralla sticks",5
235,Tecate,3
2350,"Beer Chang",1
2350,Caffrey's,3
2350,Carlsberg,5
2351,"Singha beer",3
2351,Timisoreana,1
2352,Warsteiner,2
2353,"Stiegl Bier",2
2353,"Tater tots",5
2354,"Chimay Blue Top",4
2354,Pretzel,4
2354,"Stiegl Bier",3
2355,Dreher,4
2355,"Leffe Blonde",3
2355,Sapporo,5
2356,Asahi,4
2356,Coors,5
2356,"Stiegl Bier",4
2357,Sapporo,1
2358,"Harp Lager",4
2358,Lasko,2
2359,"Chicken wings",5
2359,"Gambrinus Premium",1
2359,"San Miguel Pale Pilsen",3
2359,Timisoreana,1
236,"Club soda",4
2360,Tecate,5
2361,Heineken,1
2361,"Ichnusa beer",2
2362,"Harp Lager",4
2362,"Mythos Sindos",4
2363,"Carling Black Label",4
2363,"Efes Dark",3
2363,"Pabst Blue Ribbon",5
2364,"Chimay Blue Top",3
2364,"Pilsner Urquell",2
2364,"Potato skins",5
2365,Tsingtao,3
2367,"Birra Moretti",1
2367,"Chimay Blue Top",3
2367,"Mythos Sindos",4
2367,"Potato skins",3
2368,Dreher,3
2368,"Erdinger Pikantus",1
2369,"Chimay Blue Top",2
2369,Heineken,4
2369,Pretzel,2
237,Duvel,4
237,Kirin,5
2370,"Budvar Svetly Lezak",4
2370,"Coreff Ambree",5
2370,"Stiegl Bier",2
2371,"Sweet tea",5
2373,Kirin,5
2373,Tsingtao,3
2374,Duvel,3
2374,"Efes Dark",5
2374,"Potato skins",5
2375,"OB Golden Lager",1
2375,"Potato skins",2
2375,Quesadilla,5
2376,Heineken,5
2377,Caffrey's,2
2377,"Chicken wings",2
2377,Lasko,1
2378,Grolsch,2
2378,"Leffe Blonde",2
2378,"San Miguel Pale Pilsen",4
2379,"Birra Moretti",4
2379,"Newcastle Brown Ale",3
2379,"Root beer",5
2379,Tuborg,4
238,Caffrey's,3
238,Cass,4
238,"Newcastle Brown Ale",1
2380,Tsingtao,4
2381,Duvel,3
2381,"Tater tots",3
2382,"Stiegl Bier",3
2382,"Sweet tea",4
2383,"Singha beer",4
2383,"Tater tots",4
2384,Cheeseburger,2
2384,Dreher,5
2384,Heineken,4
2385,Heineken,1
2385,"Stiegl Bier",2
2386,Grolsch,3
2387,Cheeseburger,3
2387,"Club soda",1
2387,Dreher,2
2388,Cheeseburger,5
2389,Guinness,1
2389,Union,2
239,Pretzel,2
2390,"Beer Chang",1
2390,Coors,4
2390,Grolsch,5
2391,"Labatts Blue",3
2392,Lowenbrau,3
2392,Sprite,2
2393,"Dos Equis",5
2393,"Mythos Sindos",2
2394,"Coreff Ambree",5
2394,"Mozoralla sticks",5
2394,Quesadilla,1
2394,Sprite,2
2395,"Old Speckled Hen",3
2395,Timisoreana,5
2397,"Birra Moretti",2
2398,"Dos Equis",3
2398,Dreher,4
2399,Budweiser,3
2399,Cass,1
2399,"Pilsner Urquell",3
24,Carlsberg,4
24,"Potato skins",4
24,"Tiger beer",5
240,"Old Speckled Hen",3
240,Sprite,3
2400,"Ichnusa beer",4
2401,"Ichnusa beer",3
2401,Kirin,4
2401,Sapporo,4
2401,Warsteiner,4
2402,Asahi,2
2402,Cheeseburger,4
2402,Nachos,2
2403,Dreher,2
2403,Tecate,2
2404,Cheeseburger,1
2404,"Club soda",5
2404,Dreher,2
2405,Duvel,3
2405,Sprite,2
2406,Cheeseburger,5
2407,Grolsch,4
2407,Hite,2
2407,Peroni,5
2407,Tecate,4
2408,"Carling Black Label",1
2408,"Chimay Blue Top",4
2408,"Pabst Blue Ribbon",5
2408,Warsteiner,1
2409,Coors,2
2409,"Dos Equis",1
2409,Pretzel,3
2409,"Sweet tea",3
241,Asahi,3
241,"Beer Chang",2
241,Hite,2
2410,"Newcastle Brown Ale",2
2411,"OB Golden Lager",1
2411,Quesadilla,1
2412,Caffrey's,5
2412,Kirin,4
2413,Cass,5
2413,Dreher,5
2413,"Labatts Blue",2
2413,"San Miguel Pale Pilsen",5
2414,Cheeseburger,3
2414,"Pilsner Urquell",4
2415,"Birra Moretti",4
2415,"Chimay Blue Top",4
2416,Asahi,1
2417,Caffrey's,1
2417,"Potato skins",4
2417,"Stiegl Bier",3
2417,"Sweet tea",4
2418,Heineken,2
2418,Kirin,2
2418,Tsingtao,3
2419,"Chimay Blue Top",4
2419,"Pabst Blue Ribbon",4
242,"Ichnusa beer",4
242,"Leffe Blonde",2
242,Lowenbrau,1
242,"Pilsner Urquell",1
2420,"Beer Chang",5
2421,Heineken,4
2421,"Newcastle Brown Ale",3
2421,"Old Speckled Hen",2
2421,Tsingtao,1
2422,Dreher,5
2423,Caffrey's,5
2424,"Birra Moretti",1
2424,"Dos Equis",2
2424,Peroni,3
2424,Union,2
2425,"Budvar Svetly Lezak",1
2425,Pretzel,2
2425,Tecate,3
2426,Budweiser,3
2426,"OB Golden Lager",5
2427,Sapporo,3
2428,Carlsberg,1
2428,"Coca cola",2
2428,"Paulaner Hefe",5
2429,"Coca cola",5
2429,Lowenbrau,3
243,Lowenbrau,1
243,"Mythos Sindos",3
243,"Tater tots",1
243,Timisoreana,5
2430,"Harp Lager",5
2430,Timisoreana,4
2431,Duvel,5
2431,Lasko,3
2431,Nachos,2
2432,Caffrey's,3
2432,Guinness,3
2433,Duvel,2
2433,"French fries",2
2433,"Pilsner Urquell",1
2433,Sapporo,5
2434,Budweiser,2
2434,Heineken,3
2434,Pretzel,3
2434,"San Miguel Pale Pilsen",1
2435,"Chimay Blue Top",3
2437,"Club soda",3
2437,"Potato skins",5
2438,"Club soda",4
2438,Guinness,5
2438,"Potato skins",2
2439,"Mozoralla sticks",4
2439,"Old Speckled Hen",4
2439,Tecate,2
244,"Amstel Light",4
244,Cheeseburger,4
2440,Guinness,1
2441,"Budvar Svetly Lezak",2
2442,Carlsberg,2
2443,Heineken,4
2443,Lasko,1
2444,Duvel,1
2444,"Efes Dark",5
2444,Lowenbrau,5
2445,"Chimay Blue Top",4
2445,"Coca cola",2
2446,Guinness,1
2446,Heineken,4
2446,Kirin,5
2446,"Tater tots",5
2447,"Birra Moretti",3
2447,"Budvar Svetly Lezak",1
2447,"Pilsner Urquell",5
2448,"Pilsner Urquell",4
2449,"Tater tots",4
245,"Carling Black Label",1
245,"Singha beer",2
245,"Stiegl Bier",1
2450,"Harp Lager",2
2450,"Mozoralla sticks",4
2450,"OB Golden Lager",3
2451,"Club soda",1
2451,"Labatts Blue",1
2451,Pretzel,4
2452,"Onion rings",2
2452,"Tater tots",1
2453,Asahi,2
2454,Lasko,2
2454,"OB Golden Lager",3
2454,Tuborg,1
2455,Grolsch,3
2455,Sprite,4
2457,Cheeseburger,3
2457,"Mozoralla sticks",4
2457,"Paulaner Hefe",4
2458,Lasko,2
2458,Lowenbrau,1
2458,"Tater tots",3
2459,Cheeseburger,4
2459,"Paulaner Hefe",4
2459,Union,2
246,"Birra Moretti",1
246,"Paulaner Hefe",5
2460,Dreher,3
2460,Duvel,3
2460,Sapporo,4
2460,Tuborg,4
2461,Caffrey's,4
2461,Coors,5
2461,Lasko,1
2461,Timisoreana,5
2462,"Beer Chang",2
2462,"Dos Equis",1
2462,"Newcastle Brown Ale",2
2463,Carlsberg,2
2464,"Stiegl Bier",4
2465,Cheeseburger,2
2465,Dreher,2
2465,Sprite,4
2465,Union,1
2466,"French fries",3
2467,"Coreff Ambree",1
2467,Duvel,5
2467,Hite,4
2467,"Pilsner Urquell",1
2468,Dreher,4
2468,Hite,5
2469,Cheeseburger,5
2469,"Erdinger Pikantus",5
2469,Tsingtao,5
247,"Amstel Light",1
247,Peroni,3
2470,"Chimay Blue Top",1
2470,"Dos Equis",1
2470,"Sweet tea",3
2470,"Tater tots",5
2471,Guinness,1
2471,"Mozoralla sticks",3
2472,Asahi,5
2472,Pretzel,1
2473,"Root beer",2
2474,Guinness,2
2474,"Old Speckled Hen",1
2475,Carlsberg,2
2475,Pretzel,1
2476,Dreher,2
2477,Duvel,4
2477,"Paulaner Hefe",2
2478,Cass,3
2478,Nachos,2
2478,Tsingtao,1
2479,"Pabst Blue Ribbon",1
248,"French fries",2
248,"OB Golden Lager",1
2480,Lowenbrau,3
2481,"Birra Moretti",3
2481,"Budvar Svetly Lezak",4
2481,"Pilsner Urquell",5
2482,Guinness,2
2482,Heineken,2
2482,"Tater tots",2
2483,"Pilsner Urquell",2
2484,Cheeseburger,5
2485,"Singha beer",1
2485,Sprite,5
2486,"Amstel Light",3
2486,"Birra Moretti",5
2487,"Birra Moretti",2
2487,"Mythos Sindos",5
2487,"Stiegl Bier",5
2488,"French fries",5
2488,Peroni,4
2489,"Dos Equis",2
2489,"Efes Dark",3
2489,"Potato skins",2
249,"Birra Moretti",3
249,Lasko,1
249,"Pabst Blue Ribbon",2
2490,Budweiser,5
2490,Peroni,1
2490,Timisoreana,4
2491,Tecate,4
2492,Sprite,2
2493,"Erdinger Pikantus",1
2493,"San Miguel Pale Pilsen",5
2493,"Sweet tea",5
2494,"Labatts Blue",2
2494,"Newcastle Brown Ale",4
2495,"Dos Equis",3
2495,"Root beer",5
2495,Union,3
2496,"Coreff Ambree",4
2496,"Pabst Blue Ribbon",1
2497,Pretzel,3
2497,Sprite,1
2498,Dreher,2
2498,Warsteiner,1
2499,"Harp Lager",1
2499,"Potato skins",5
25,"Mozoralla sticks",1
25,Quesadilla,2
250,Kirin,1
250,"Potato skins",1
250,"Stiegl Bier",4
250,"Sweet tea",4
2500,Kirin,1
2500,"Leffe Blonde",3
2500,Warsteiner,1
2501,"Leffe Blonde",3
2502,Kronenbourg,2
2503,"Pabst Blue Ribbon",1
2503,"Pilsner Urquell",4
2503,Sprite,5
2504,Caffrey's,5
2504,Duvel,5
2504,"Efes Dark",1
2504,Guinness,2
2505,Carlsberg,2
2505,Tecate,5
2505,Tsingtao,1
2506,"Erdinger Pikantus",2
2506,Warsteiner,4
2507,"Onion rings",3
2508,Union,3
2509,Timisoreana,3
251,"Onion rings",4
251,Pretzel,4
251,"Tiger beer",5
251,Union,2
2510,Caffrey's,4
2510,Peroni,1
2511,"Amstel Light",1
2512,"Old Speckled Hen",4
2513,Kronenbourg,4
2513,Peroni,5
2514,"Carling Black Label",5
2514,Heineken,3
2514,Pretzel,1
2514,"Stiegl Bier",1
2515,Peroni,4
2515,"Singha beer",1
2516,"OB Golden Lager",5
2517,Pretzel,1
2518,"Coreff Ambree",5
2518,"Sweet tea",2
2519,Heineken,1
252,"French fries",2
252,Peroni,5
252,"Pilsner Urquell",5
2520,"Coreff Ambree",1
2520,Quesadilla,5
2521,Guinness,2
2521,"Labatts Blue",4
2521,"Tater tots",4
2522,Guinness,1
2522,Tsingtao,2
2523,Grolsch,3
2523,"Sweet tea",4
2523,"Tater tots",5
2524,"Birra Moretti",3
2524,Peroni,2
2524,"Root beer",4
2524,Tuborg,5
2525,Warsteiner,1
2526,Kronenbourg,5
2526,Peroni,5
2526,Pretzel,5
2527,Coors,2
2527,"Erdinger Pikantus",4
2527,Sprite,1
2528,Tuborg,5
2529,"Amstel Light",1
2529,"Dos Equis",4
2529,Grolsch,4
253,Asahi,1
253,Tecate,2
2530,Asahi,3
2530,"Coca cola",3
2531,Caffrey's,1
2531,"Potato skins",2
2532,"San Miguel Pale Pilsen",2
2533,"Old Speckled Hen",1
2533,"Singha beer",1
2534,"Erdinger Pikantus",3
2534,Tsingtao,4
2535,Duvel,5
2535,Grolsch,3
2535,Peroni,5
2535,"Pilsner Urquell",5
2536,Budweiser,1
2536,"Leffe Blonde",3
2536,"Onion rings",2
2537,"Erdinger Pikantus",5
2537,"OB Golden Lager",2
2538,"Club soda",4
2538,"Dos Equis",1
2539,"Amstel Light",3
2539,Lasko,3
254,Timisoreana,1
2540,Cass,2
2540,"Old Speckled Hen",5
2540,Peroni,4
2541,"OB Golden Lager",2
2542,Cheeseburger,3
2542,Grolsch,5
2542,"Stiegl Bier",3
2543,"Birra Moretti",1
2543,"Coreff Ambree",2
2543,Peroni,5
2543,Tuborg,1
2544,"Leffe Blonde",5
2544,"Newcastle Brown Ale",1
2544,"Root beer",1
2545,"Mozoralla sticks",4
2545,Quesadilla,4
2546,"Carling Black Label",5
2546,Lowenbrau,5
2546,Warsteiner,3
2547,Timisoreana,2
2548,Pretzel,5
2549,Kronenbourg,3
2549,"Labatts Blue",5
255,Guinness,1
255,Hite,1
2550,Dreher,2
2550,Lowenbrau,3
2551,"Club soda",1
2551,"Dos Equis",4
2551,Lasko,5
2551,"Newcastle Brown Ale",3
2552,"Newcastle Brown Ale",1
2552,Peroni,2
2552,"Singha beer",1
2553,"Pilsner Urquell",2
2554,Grolsch,5
2554,Nachos,2
2554,"San Miguel Pale Pilsen",1
2555,"Harp Lager",3
2555,Tsingtao,4
2555,Union,5
2556,Kirin,2
2556,"Potato skins",4
2557,"Budvar Svetly Lezak",3
2557,Caffrey's,5
2558,Cass,4
2558,"Labatts Blue",1
2558,"Pilsner Urquell",1
2559,"Erdinger Pikantus",1
2559,Lowenbrau,3
2559,"Sweet tea",4
256,"Budvar Svetly Lezak",2
256,"OB Golden Lager",3
256,"Potato skins",3
256,Quesadilla,2
2560,"Coreff Ambree",5
2560,"Newcastle Brown Ale",1
2560,"Pilsner Urquell",2
2561,"Chimay Blue Top",3
2561,"Dos Equis",2
2561,Guinness,2
2562,"Harp Lager",1
2562,"OB Golden Lager",2
2562,"Paulaner Hefe",3
2562,Quesadilla,4
2563,"Erdinger Pikantus",2
2563,"Sweet tea",5
2564,"Chicken wings",3
2564,Sprite,4
2564,Timisoreana,3
2565,Grolsch,2
2566,"Budvar Svetly Lezak",1
2566,"Chimay Blue Top",5
2566,"Singha beer",1
2567,Nachos,3
2567,"Root beer",3
2568,Sprite,5
2568,"Tater tots",3
2569,Dreher,2
2569,Grolsch,1
2569,"Tater tots",2
257,"Old Speckled Hen",4
257,"San Miguel Pale Pilsen",5
2570,Kirin,1
2570,"Onion rings",3
2570,Union,5
2571,"Coreff Ambree",5
2571,Guinness,5
2571,"Stiegl Bier",2
2572,Budweiser,1
2572,Pretzel,2
2572,Timisoreana,5
2573,Caffrey's,2
2573,"Mozoralla sticks",5
2574,Dreher,2
2574,"OB Golden Lager",3
2575,Carlsberg,1
2575,"Root beer",5
2575,Tecate,5
2576,"Beer Chang",3
2576,Heineken,4
2576,Lasko,4
2576,Sprite,2
2577,Quesadilla,5
2578,"Coreff Ambree",4
2578,Sprite,4
2578,"Stiegl Bier",1
2579,Kronenbourg,1
258,Lowenbrau,4
258,"Mythos Sindos",3
258,Tsingtao,1
2580,Cass,5
2580,"Labatts Blue",2
2581,"Amstel Light",4
2581,Kirin,4
2581,Quesadilla,4
2582,Coors,5
2582,Quesadilla,3
2582,"San Miguel Pale Pilsen",3
2583,Asahi,3
2583,"Gambrinus Premium",4
2583,"Old Speckled Hen",2
2584,"Sweet tea",4
2585,Sapporo,4
2586,Dreher,4
2587,"French fries",1
2587,"Potato skins",5
2588,Caffrey's,4
2588,"Mozoralla sticks",1
2588,"Singha beer",3
2589,Kirin,3
2589,"OB Golden Lager",2
2589,"Old Speckled Hen",5
2589,Tecate,2
259,Caffrey's,2
259,Timisoreana,5
2590,"Gambrinus Premium",3
2590,"Onion rings",4
2590,Tsingtao,3
2591,"Budvar Svetly Lezak",1
2591,Pretzel,2
2591,"Tater tots",4
2592,Sapporo,2
2593,"Pilsner Urquell",1
2593,"San Miguel Pale Pilsen",4
2593,"Tiger beer",4
2594,"Coreff Ambree",4
2594,Hite,1
2595,Coors,3
2596,Carlsberg,4
2597,"Amstel Light",3
2597,"Gambrinus Premium",2
2597,Peroni,3
2598,"Mythos Sindos",2
2598,"San Miguel Pale Pilsen",2
2599,"Carling Black Label",1
2599,"Potato skins",4
26,Caffrey's,4
26,"Singha beer",4
260,"Labatts Blue",3
260,"Potato skins",3
2600,Peroni,3
2601,Guinness,5
